(0)number, (1)prod_id,(2)prod_name,(3)prod_descr,(4)source,(5)img_path,(6)my_img_path,(7)price,(8)in_stock, (9)needed_stock, (10)location
219,am-1364,Spacer :  1/16 in. thick :  1/2 in. Hex Bore [Qty-10],,1,https://andymark-weblinc.netdna-ssl.com/product_images/spacer-1-16-in-thick-1-2-in-hex-bore-qty-10/am_1364/5bd3e34f61a10d27d243333f/large_thumb.jpg?c=1540612943,AndyMark/am-1364.jpg,6.0,0.0,0.0,null
220,AM_NOID_1,0.375 in. Aluminum Hex Stock,This 7075 T6 Aluminum shaft stock is 0.375 in. from flat to flat. This stock is free fitting in all of our 3/8 hex products with the exception of our 0.375 in. Hex Hub (am-2231a). Due to the length...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/0-375-in-aluminum-hex-stock-options/5bdc3ebf61a10d06c843d100/large_thumb.jpg?c=1541160639,AndyMark/AM_NOID_1.jpg,0.0,0.0,0.0,null
221,am-1120,10-32 x 5/8 in. SHCS w/ Nylon Thread Lock Patch...,Specifications: Material: Steel Coating: Zinc plated Thread: 10-32 Length: 5/8 inch Head: Socket Head Cap ScrewSpecial: Yellow Nylon Thread Lock Patch,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-32-x-5-8-in-shcs-w-nylon-thread-lock-patch-bulk-qty/am_1120/5bd3e33a61a10d27d24332fd/large_thumb.jpg?c=1540612922,AndyMark/am-1120.jpg,0.3,0.0,0.0,null
222,am-3562_maroon,4 in. Compliant Wheel :  3/8 in. Hex Bore :  45A Du...,This is a maroon 4 in. Compliant wheel that has a 3/8 in. Hex bore and a durometer of 45A.,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-compliant-wheel-3-8-in-hex-bore-45a-durometer/5bd8c40661a10d595ca534de/large_thumb.jpg?c=1540932614,AndyMark/am-3562_maroon.jpg,8.0,0.0,0.0,null
223,am-3844,2x1 Single Stage Elevator Bearing and Structure...,The AndyMark 2x1 Elevator System is designed to be a robust :  simple solution for building reliable linear motion systems. This easy-to-build kit solves one of the most difficult parts of building t...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/2x1-single-stage-elevator-bearing-and-structure-kit/5bdc4ef961a10d06c843d2e6/large_thumb.jpg?c=1541164793,AndyMark/am-3844.jpg,179.0,0.0,0.0,null
224,am-3621,#25 18 Tooth 0.5 in. Hex Sprocket,This is a 18 tooth sprocket with a 0.5 in. Hex bore.,1,https://andymark-weblinc.netdna-ssl.com/product_images/25-18-tooth-0-5-in-hex-sprocket/5bd8b85961a10d5948a53669/large_thumb.jpg?c=1540929625,AndyMark/am-3621.jpg,7.0,0.0,0.0,null
225,am-3623,#25 24 Tooth 0.5 in. Hex Sprocket,This is a 24 tooth sprocket with a 0.5 in. Hex bore.,1,https://andymark-weblinc.netdna-ssl.com/product_images/25-24-tooth-0-5-in-hex-sprocket/5bd8b2bd61a10d5948a5354b/large_thumb.jpg?c=1540928189,AndyMark/am-3623.jpg,7.0,0.0,0.0,null
226,am-3733,Logic Level Converter,The Logic Level Converter is used to scale 5v sensors to the REV 3.3V JST PH connector. If you want to use a sensor that is 5v with the REV Hubs :  you'll need one of these. This is recommend for the...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/logic-level-converter/5bd8a94361a10d5948a5343c/large_thumb.jpg?c=1540925763,AndyMark/am-3733.jpg,3.0,0.0,0.0,null
227,am-2868,PWM Cable Making Kit,Create your own custom length PWM cables with this kit. This kit allows you to make ends for custom length PWM cables :  with a single cable up to 10ft long.Kit Includes: 1 - 10ft of 22AWG Bonded PWM...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pwm-cable-making-kit/5bd343ee61a10d293f96432d/large_thumb.jpg?c=1540572142,AndyMark/am-2868.jpg,25.0,0.0,0.0,null
228,am-2375,S35-15H-500H Aluminum Sprocket,15 tooth :  35 series aluminum sprocket for ANSI Roller Chain :  HEX Broached,1,https://andymark-weblinc.netdna-ssl.com/product_images/s35-15h-500h-aluminum-sprocket/am_2375/5bd497c561a10d27d243340d/large_thumb.jpg?c=1540659141,AndyMark/am-2375.jpg,15.0,0.0,0.0,null
229,am-2579,FIRST Tech Challenge Field Panel Fastener,This is the Fastener that :  with panel links :  connects the separate FTC Field Panels together. These pins are designed to use in temporary quick disconnect operations. The pin has a ball bearing on ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/first-tech-challenge-field-panel-fastener/5bd3287f61a10d291896453f/large_thumb.jpg?c=1540565119,AndyMark/am-2579.jpg,2.0,0.0,0.0,null
230,am-0913,Male-to-Male PWM Gender Changer Connector,This handy connector is used to add male pins when you have a cable that doesn't have it.,1,https://andymark-weblinc.netdna-ssl.com/product_images/male-to-male-gender-changer-for-pwm-cables/am_0913/5bd3e32061a10d27d24332a8/large_thumb.jpg?c=1540612896,AndyMark/am-0913.jpg,0.5,0.0,0.0,null
231,am-0942,Cat5 Cable :  Shielded :  Red Molded :  75 ft.,Cat5 Ethernet Cable :  Shielded :  Molded :  75 ft. longSUPER useful for testing things when wireless isn't an option.,1,https://andymark-weblinc.netdna-ssl.com/product_images/cat5-cable-shielded-red-molded-75-ft/am_0942/5bd3e32961a10d27d24332be/large_thumb.jpg?c=1540612905,AndyMark/am-0942.jpg,25.0,0.0,0.0,null
232,am-3564,Bosch Seat Motor and Harness Cable,This motor is often used in power seats for raising the seat up and down. It is perfect for precise positioning and not back driving when power is cut. This motor features an integrated hall sensor...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/bosch-seat-motor-and-harness-cable/5bdc517061a10d06db43d17f/large_thumb.jpg?c=1541165424,AndyMark/am-3564.jpg,39.0,0.0,0.0,null
233,am-2861,Assorted Heat Shrink Tubing Kit :  Red :  127 Pieces,AndyMark heat shrink tubing in an assorted sizes. Shrinks at a 2:1 ratio. Included Items:30 - 2mm x 40mm25 - 2.5mm x 40mm20 - 3.5mm x 40mm20 - 5mm x 40mm16 - 7mm x 80mm8 - 10mm x 80mm8 - 13mm x 85mm,1,https://andymark-weblinc.netdna-ssl.com/product_images/assorted-heat-shrink-tubing-kit-red-127-pieces/5bd342f361a10d292c9646e0/large_thumb.jpg?c=1540571891,AndyMark/am-2861.jpg,7.75,0.0,0.0,null
234,am-14u3-DU6,AM14U3 Upgrade Kit 6 in. DuraOmni Wheels,Upgrade your AM14U3 to a 6" DuraOmni drive. This kit allows you to swap out all corner wheels from the standard 6" HiGrip wheels to 6" DuraOmni wheels. DuraOmni wheels in the corners will give your...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/am14u3-upgrade-kit-6-in-duraomni-wheels/am_14u3_du6/5bd3e35761a10d27d2433356/large_thumb.jpg?c=1540612951,AndyMark/am-14u3-DU6.jpg,223.0,0.0,0.0,null
235,am-2023,Ball Valve Fitting :  1/4 in. NPT Male x Female :  ...,This is a steel ball valve :  with a large plastic handle. On mobile robots :  this can act as a vent valve. It has two ports :  one being a 1/4" NPT male and one being a 1/4" NPT female port,1,https://andymark-weblinc.netdna-ssl.com/product_images/ball-valve-1-4-in-npt-male-x-female-lever-handle-chrome-plated/am_2023/5bd4979561a10d27d2433365/large_thumb.jpg?c=1540659093,AndyMark/am-2023.jpg,8.5,0.0,0.0,null
236,am-2648_Blk,4 in. Stealth Wheel :  8mm Bore :  60A Durometer,The inside black portion of this wheel is made from molded polycarbonate plastic. The outer tread is TPU (thermoplastic polyurethane) with a 60a durometer hardness. This robust but lightweight whee...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-stealth-wheel-8mm-bore-60a-durometer/5bd32c3061a10d292c964356/large_thumb.jpg?c=1540566064,AndyMark/am-2648_Blk.jpg,7.0,0.0,0.0,null
237,am-0694,PWM cable :  24 in.,This is a PWM cable :  also known as a "servo extension cable." 22 gauge wire is used in these cables :  and the body of the cable is jacketed with black heat shrink tubing. Notice that these are not 3...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/3-wire-pwm-cable-24-in/am_0694/5bd3e31161a10d27d2433277/large_thumb.jpg?c=1540612881,AndyMark/am-0694.jpg,3.25,0.0,0.0,null
238,am-2587,Hi-Tec Servo :  model HSR-1425CR,Manufactured by Hi-Tec RCD USA Model HSR-1425CR,1,https://andymark-weblinc.netdna-ssl.com/product_images/hi-tec-servo-model-hsr-1425cr/am_2587/5bd497e061a10d27d2433459/large_thumb.jpg?c=1540659168,AndyMark/am-2587.jpg,22.0,0.0,0.0,null
239,am-2619,Precision Potentiometer :  10turn 5Kohms,An adjustable potentiometer is an analog device where you turn the pot and the resistance changes. Connect voltage to a pin :  GND to the other :  and the signal pin will have a voltage that varies f...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/precision-potentiometer-10turn-5kohms/am_2619/5bd497e361a10d27d2433466/large_thumb.jpg?c=1540659171,AndyMark/am-2619.jpg,14.0,0.0,0.0,null
240,am-0683,#35 Half Link for Roller Chain,#35 Half Link. Also known as #35 Offset Link.,1,https://andymark-weblinc.netdna-ssl.com/product_images/35-half-link-for-roller-chain/am_0683/5bd3e31061a10d27d2433273/large_thumb.jpg?c=1540612880,AndyMark/am-0683.jpg,2.0,0.0,0.0,null
241,am-2020,Norgren Regulator and Bracket,This is an air pressure regulator manufactured by Norgren. Also included in this part is the mounting bracket and a plastic mounting nut.,1,https://andymark-weblinc.netdna-ssl.com/product_images/norgren-regulator-and-bracket/am_2020/5bd4979461a10d27d2433361/large_thumb.jpg?c=1540659092,AndyMark/am-2020.jpg,28.0,0.0,0.0,null
242,am-3764,64:1 CIM Sport with 1/2 in. Hex Output,The gearbox has a gear ratio of 64:1 with a ½ in. Hex Output. A free packet of red tacky grease (am-2768) is included with every gearbox purchased. This grease must be used to coat every intern...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/64-1-cim-sport-with-1-2-in-hex-output/5bdc4f6d61a10d06c843d318/large_thumb.jpg?c=1541164909,AndyMark/am-3764.jpg,96.0,0.0,0.0,null
243,am-2813,42 Tooth Pulley Extension,If you need to increase the width of our 42 Tooth pulley :  here is the solution! This pulley extension mates with existing pulley halves (am-2234). This pulley extension can be used in a variety of ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/42-tooth-pulley-extension/5bd334c361a10d292c964448/large_thumb.jpg?c=1540568259,AndyMark/am-2813.jpg,4.0,0.0,0.0,null
244,am-1289,6 mm x 8 mm Bushing :  Nylon,This bushing fits into any 8mm hole such as those seen on tubing in the S3 Ecosystem. The bushing supports a 6mm shaft allowing you to use our precision 6mm D Shafts with the S3 Ecosystem and other...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/6-mm-x-8-mm-bushing-nylon/am_1289/5bd3e34b61a10d27d2433332/large_thumb.jpg?c=1540612939,AndyMark/am-1289.jpg,0.3,0.0,0.0,null
245,am-3285,S25-40 Ninja Star Sprocket,The Ninja Star Sprocket is a series of sprockets aimed at giving FTC more options for moving drive systems and mechanisms. This 25 series sprocket features a 16mm circle of 0.14" holes :  to work wit...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/s25-40-ninja-star-sprocket/5bd374b561a10d29679643af/large_thumb.jpg?c=1540584629,AndyMark/am-3285.jpg,9.0,0.0,0.0,null
246,am-1196,#10-32 x 1-3/4 in. SHCS [Qty-25],#10-32 x 1-3/4 in. long Socket Head Cap Screw,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-32-x-1-3-4-in-shcs-qty-25/am_1196/5bd3e34161a10d27d2433316/large_thumb.jpg?c=1540612929,AndyMark/am-1196.jpg,9.5,0.0,0.0,null
247,am-2434,Ultrasonic proximity sensor :  EZ :  MB1013 :  MaxBotix,The HRLV-MaxSonar-EZ1 is a great choice for use where sensitivity is needed along with side object rejection. The HRLV-MaxSonar-EZ1 is a good :  low-cost starting place for a customer not ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/ultrasonic-proximity-sensor-ez-mb1013-maxbotix/am_2434/5bd497cb61a10d27d243341b/large_thumb.jpg?c=1540659147,AndyMark/am-2434.jpg,35.0,0.0,0.0,null
248,am-1190,#10-32 x 5/8 in. SHCS [Qty-10],#10-32 x 5/8 in. long Socket Head Cap Screw,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-32-x-5-8-in-shcs-qty-10/am_1190/5bd3e34061a10d27d2433312/large_thumb.jpg?c=1540612928,AndyMark/am-1190.jpg,1.5,0.0,0.0,null
249,am-2648,4 in. Stealth Wheel :  8mm Bore :  80A Durometer,The inside black portion of this wheel is made from molded polycarbonate plastic. The outer tread is TPU (thermoplastic polyurethane) with a 80A durometer hardness. This robust but lightweight whee...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-stealth-wheel-8mm-bore-80a-durometer/5bdc52b061a10d06db43d1da/large_thumb.jpg?c=1541165744,AndyMark/am-2648.jpg,7.0,0.0,0.0,null
250,am-3605,20 Amp Fuse,This 20 Amp fuse is used in FIRST Tech Challenge batteries and the FIRST Robotics Competition Power Distribution Panel (am-2856).,1,https://andymark-weblinc.netdna-ssl.com/product_images/20-amp-fuse/5bdc501061a10d06c843d36e/large_thumb.jpg?c=1541165072,AndyMark/am-3605.jpg,0.75,0.0,0.0,null
251,am-1194,#10-32 x 1-1/4 in. SHCS [Qty-10],#10-32 x 1-1/4 in. long Socket Head Cap Screw,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-32-x-1-1-4-in-shcs-qty-10/am_1194/5bd3e34161a10d27d2433315/large_thumb.jpg?c=1540612929,AndyMark/am-1194.jpg,2.5,0.0,0.0,null
252,am-3299,2x6 Bracket for AM14U3 and AM14U2,This bracket is used to provide a wider spacing on the AM14U2 and AM14U3 chassis. Use this bracket to space out inner and outer plates to accommodate wider wheel profiles on your AM14U chassis.,1,https://andymark-weblinc.netdna-ssl.com/product_images/2x6-bracket-for-am14u3-and-am14u2/5bd3773461a10d29679643ea/large_thumb.jpg?c=1540585268,AndyMark/am-3299.jpg,7.0,0.0,0.0,null
253,am-2993,Hall Effect Encoder Cable :  Encoder Connector to...,This is an encoder cable used to provide signal to our 775 motors (with long backshaft) and also the NeveRest 40 Motor. It has a common white connector on the end addressing the encoder and four in...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/hall-effect-encoder-cable-encoder-connector-to-split-end-connector/5bd352e461a10d293f9645a3/large_thumb.jpg?c=1540575972,AndyMark/am-2993.jpg,5.0,0.0,0.0,null
254,am-3890_Lander,Rover Ruckus Lander,The key component to the 2018-2019 FIRST Tech Challenge Rover Ruckus game set. Without this Lander you won't be able to out score your opponent. Although they can't score either :  making it not much...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rover-ruckus-lander/5bca265361a10d0ea88b783b/large_thumb.jpg?c=1539974739,AndyMark/am-3890_Lander.jpg,275.0,0.0,0.0,null
255,am-3771,CIM Sport Motor Mounting Kit,This kit has the needed hardware to attach a CIM Motor (am-0225) to a CIM Sport Gearbox. Individual Components within this Bundle: 1 - 16 Tooth CIM Sport Pinion Gear (am-3785) 2 - 10-32 x 1....Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/cim-sport-motor-mounting-kit/5bd8b3ec61a10d5948a5359a/large_thumb.jpg?c=1540928492,AndyMark/am-3771.jpg,5.5,0.0,0.0,null
256,am-0838,Pool Noodle :  Qty. 6 :  55 in. x 2.5 in.,This is a box of 6 pool noodles. These may be used to build bumpers for FIRST Robotics Competition robots. Be sure to read robot rules. If one of these items is ordered :  6 noodles will be shipped t...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pool-noodle-qty-6-55-in-x-2-5-in/am_0838/5bd3e31961a10d27d2433292/large_thumb.jpg?c=1540612889,AndyMark/am-0838.jpg,14.0,0.0,0.0,null
257,am-3827,CAN Connector,The CAN Connector joins together two CAN devices. For devices that support a CAN bus (such as the Talon SRX) :  the CAN Connector can be used to "daisy chain" multiple devices together. See Section 1...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/can-connector/5bd8aaf161a10d5948a53493/large_thumb.jpg?c=1540926193,AndyMark/am-3827.jpg,5.0,0.0,0.0,null
258,am-2538,4 in. Standard Mecanum :  Single Wheel,This is a single AndyMark Mecanum-style wheel :  4" in diameter :  sold in an unassembled kit. The left and right-handed wheels use the same parts :  and simply need to be assembled in different fashions...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-standard-mecanum-single-wheel/am_2538/5bd497d961a10d27d243343e/large_thumb.jpg?c=1540659161,AndyMark/am-2538.jpg,23.0,0.0,0.0,null
259,am-3759,4:1 CIM Sport with 1/2 in. Hex Output,The CIM Sport is the latest innovation in high performance planetary gearboxes from BaneBots and AndyMark. The CIM Sport features numerous improvements over previous planetary gearboxes used on FIR...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/cim-sport/5bdc4f7861a10d06c843d31e/large_thumb.jpg?c=1541164920,AndyMark/am-3759.jpg,64.0,0.0,0.0,null
260,am-2502,39 Tooth HTD Plastic Drive Pulley Kit with Hex Hub,Here is a 39 tooth HTD profile pulley :  fitting the Gates belts (104 tooth :  160 tooth) on the 30" C-Base Chassis.This pulley can fit on the output shaft of a gearbox :  if the shaft is 1/2" hex. Thi...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/39-tooth-htd-plastic-drive-pulley-kit-with-hex-hub/am_2502/5bd497d561a10d27d2433437/large_thumb.jpg?c=1540659157,AndyMark/am-2502.jpg,19.0,0.0,0.0,null
261,am-3675,2018 AM14U3 Front & Corner Bumper Bracket,This bracket is designed to attach bumpers to the AM14U3 in the 2018 FIRST Robotics Competition season.,1,https://andymark-weblinc.netdna-ssl.com/product_images/2018-am14u3-front-corner-bumper-bracket/5bd8a7ad61a10d5935a536ec/large_thumb.jpg?c=1540925357,AndyMark/am-3675.jpg,7.0,0.0,0.0,null
262,am-3753,Button Board,Want a customized button layout for your robot driver station? Of course you do! Build the custom driver station of your dreams with the Button Board! This bundle includes numerous inputs :  a comput...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/button-board/5bdc4ff561a10d06c843d360/large_thumb.jpg?c=1541165045,AndyMark/am-3753.jpg,40.0,0.0,0.0,null
263,am-2995,REV Robotics More Board v2.0,v2.0 Updated with these features! Added 5V and 3.3V power indicator LEDs. Adjusted 5V rail routing to fully isolate rail when jumper is removed. Added MXP pass-through connector Silk...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rev-robotics-more-board-v2-0/5bd3532e61a10d293f9645b4/large_thumb.jpg?c=1540576046,AndyMark/am-2995.jpg,30.0,0.0,0.0,null
264,am-0693,PWM cable :  12 in.,This is a PWM cable :  also known as a "servo extension cable." 22 gauge wire is used in these cables :  and the body of the cable is jacketed with black heat shrink tubing. Notice that these are not 3...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/3-wire-pwm-cable-12-in/am_0693/5bd3e31161a10d27d2433276/large_thumb.jpg?c=1540612881,AndyMark/am-0693.jpg,2.75,0.0,0.0,null
265,am-3512,AM14U3 XL Cross Plate,The cross bracket is used to strengthen the AM14U2 and AM14U3 frame to accommodate for an extra large opening in the front or back of the chassis frame. This cross bar can be cut down on either end...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/am14u3-xl-cross-plate/5bdc553561a10d06db43d30c/large_thumb.jpg?c=1541166389,AndyMark/am-3512.jpg,36.0,0.0,0.0,null
266,am-0034,14T 20DP 8mm Round with 2mm Key :  Steel Gear,This gear is the CIM gear for the Toughbox and Toughbox Mini.,1,https://andymark-weblinc.netdna-ssl.com/product_images/14t-20dp-8mm-round-with-2mm-key-steel-gear/am_0034/5bd3e2d561a10d27d24331c3/large_thumb.jpg?c=1540612821,AndyMark/am-0034.jpg,10.0,0.0,0.0,null
267,am-0837,Pool Noodle :  Qty. 32 :  55 in. x 2.5 in.,This is a box of 32 pool noodles. These may be used to build bumpers for FIRST Robotics Competition robots. Be sure to read robot rules. If one of these items is ordered :  32 noodles will be shipped...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pool-noodle-qty-32-55-in-x-2-5-in/am_0837/5bd3e31961a10d27d2433291/large_thumb.jpg?c=1540612889,AndyMark/am-0837.jpg,62.0,0.0,0.0,null
268,am-3482,Steel Gear :  15tooth :  32DP 0.312 Bore,This gear is used as the input pinion gear for the EVO Shifter. This gear is a tight press fit onto a CIM gear :  and requires at minimum a 3-ton arbor press to install. If a CIM motor with this gear...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/steel-gear-15tooth-32dp-0-312-bore/5bd89f6961a10d5935a53535/large_thumb.jpg?c=1540923241,AndyMark/am-3482.jpg,9.0,0.0,0.0,null
269,am-3304,PHD 4x4 :  3/4 in. Bore :  4 in. Stroke Cylinder,This cylinder :  manufactured by phd :  Inc :  is robust and features a 3/4" diameter bore and a 4" stroke. The head :  cap :  and tube are all made of strong :  lightweight aluminum. The rod is made from ch...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/phd-4x4-3-4-in-bore-4-in-stroke/5bd377a661a10d29679643fa/large_thumb.jpg?c=1540585382,AndyMark/am-3304.jpg,51.0,0.0,0.0,null
270,am-2219,Standard Machine Key Pack,Pack of spare Machine Keys. Included Hardware: Eight - 2x2x10 mm Machine Key (am-1121) (Used in 2.5" CIM Motor shafts) Four - 1/8x1/8x0700 Machine Key (am-1043) (Used in various AndyMark gearbox...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/standard-machine-key-pack/am_2219/5bd497ab61a10d27d24333ae/large_thumb.jpg?c=1540659115,AndyMark/am-2219.jpg,7.5,0.0,0.0,null
271,am-3728,Large Standoff Winch,This unassembled kit can be used to make a winch drum that can be powered by a 6 mm D shaft. This means many FIRST Tech Challenge familiar components can be used to drive one :  including a PicoBox o...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/large-standoff-winch/5bdc606afe93c64d22cab5a2/large_thumb.jpg?c=1541169258,AndyMark/am-3728.jpg,12.0,0.0,0.0,null
272,am-2945,Gaffers Tape - White,Be sure all your threaded pneumatic connections are sealed properly with this low density Polytetrafluoroethylene tape. Standard grade PTFE tape used in all your robot pneumatics.,1,https://andymark-weblinc.netdna-ssl.com/product_images/gaffers-tape-white/5bd34e8861a10d293f9644c0/large_thumb.jpg?c=1540574856,AndyMark/am-2945.jpg,23.0,0.0,0.0,null
273,am-3919R,4 in. HD Mecanum 8 mm Bore :  Right Wheel,Product Overview:This version of the wheel can handle a 200 pound load. The interior body of this wheel is made of molded black poycarbonate :  while the perimeter side plate is made of 1/8 inch thic...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-hd-mecanum-8-mm-bore-right-wheel/5bca28a961a10d0ea88b7898/large_thumb.jpg?c=1539975337,AndyMark/am-3919R.jpg,58.0,0.0,0.0,null
274,am-3919L,4 in. HD Mecanum 8 mm Bore :  Left Wheel,Product Overview:This version of the wheel can handle a 200 pound load. The interior body of this wheel is made of molded black poycarbonate :  while the perimeter side plate is made of 1/8 inch thic...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-hd-mecanum-8-mm-bore-left-wheel/5bca289261a10d0ea88b7891/large_thumb.jpg?c=1539975314,AndyMark/am-3919L.jpg,58.0,0.0,0.0,null
275,am-0654,Toughbox Mini,Product Usage:All AndyMark gearboxes require grease for proper operation and long life. We suggest using our red tacky grease :  am-2768. We also encourage that the user powers the gearbox continuous...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/toughbox-mini/am_0654/5bd3e30e61a10d27d243326f/large_thumb.jpg?c=1540612878,AndyMark/am-0654.jpg,89.0,0.0,0.0,null
276,am-2648_Blue,4 in. Stealth Wheel :  8mm Bore :  50A Durometer,The inside black portion of this wheel is made from molded polycarbonate plastic. The outer tread is TPU (thermoplastic polyurethane) with a 50a durometer hardness. This robust but lightweight whee...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-stealth-wheel-8mm-bore-50a-durometer/5bd32c9661a10d292c964360/large_thumb.jpg?c=1540566166,AndyMark/am-2648_Blue.jpg,7.0,0.0,0.0,null
277,am-2539,4 in. Standard Mecanum Roller Kit :  Single Axle,This is the rubber roller and spindle used in the 4" Mecanum Wheels. Included Hardware:,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-standard-mecanum-roller-kit-single-axle/am_2539/5bd497d961a10d27d243343f/large_thumb.jpg?c=1540659161,AndyMark/am-2539.jpg,4.0,0.0,0.0,null
278,am-2217,PWM Cable Kit (5 each 12 in. : 24 in. : 36 in.),This is a bundle of PWM cables. 22 gauge wire is used in these cables :  and the body of the cable is jacketed with black heat shrink tubing. Notice that these are not 3-wire ribbon cables :  like all ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pwm-cable-kit-5-each-12-in-24-in-36-in/am_2217/5bd497aa61a10d27d24333ac/large_thumb.jpg?c=1540659114,AndyMark/am-2217.jpg,42.0,0.0,0.0,null
279,am-3109,RS775-125 Motor :  with Encoder :  for PG27 Gearbox,This motor is the same motor included in our PG27 Gearmotor :  and is being sold with the intention of replacing the motor without having to purchase the gearbox as well. This motor comes with the pi...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rs775-125-motor-with-encoder-for-pg27-gearbox/5bd3603a61a10d2954964424/large_thumb.jpg?c=1540579386,AndyMark/am-3109.jpg,18.0,0.0,0.0,null
280,am-3761,16:1 CIM Sport with 1/2 in. Hex Output,The gearbox has a gear ratio of 16:1 with a ½ in. Hex Output. A free packet of red tacky grease (am-2768) is included with every gearbox purchased. This grease must be used to coat every intern...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/16-1-cim-sport-with-1-2-in-hex-output/5bdc5fab61a10d06ee43d31c/large_thumb.jpg?c=1541169067,AndyMark/am-3761.jpg,78.0,0.0,0.0,null
281,am-3378,Timing Belt :  93 Tooth :  5mm HTD :  9mm wide,Specifications:Number of Teeth: 93Pitch Length: 18.31 inches (465mm)Pitch: 5mmWidth: 9mmTooth profile: 5mm pitch HTD,1,https://andymark-weblinc.netdna-ssl.com/product_images/timing-belt-93-tooth-5mm-htd-9mm-wide/5bd894bb61a10d5915a53524/large_thumb.jpg?c=1540920507,AndyMark/am-3378.jpg,9.0,0.0,0.0,null
282,am-2184,Fitting :  pneumatic :  straight Y :  1/4 press-in,This is a push-to-connect "Y" fitting.,1,https://andymark-weblinc.netdna-ssl.com/product_images/fitting-pneumatic-straight-y-1-4-press-in/am_2184/5bd497a261a10d27d2433391/large_thumb.jpg?c=1540659106,AndyMark/am-2184.jpg,3.0,0.0,0.0,null
283,am-1063,10-32 Nylock Jam Nut - Bulk Qty,,1,https://andymark-weblinc.netdna-ssl.com/product_images/10-32-nylock-jam-nut-bulk-qty/am_1063/5bd3e33861a10d27d24332f4/large_thumb.jpg?c=1540612920,AndyMark/am-1063.jpg,0.06,0.0,0.0,null
284,am-0917,WormBox,The WormBox is a lightweight gearbox for the CIM Motor :  intended for being a lightweight drive gearbox or a gearbox for driving a medium-weight robot arm. NOTE: While there are some worm style gea...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/wormbox/am_0917/5bd3e32161a10d27d24332aa/large_thumb.jpg?c=1540612897,AndyMark/am-0917.jpg,119.0,0.0,0.0,null
285,am-3356,AM-14U3 Wedge Plate,This sheet metal plate is designed to replace the end plate of the AM14U3 drive chassis :  and has a 45 degree wedge to help get over obstacles. It's designed similar to the AM14U3 End Plate (am-295...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/am-14u3-wedge-plate/5bd37bce61a10d29679644d0/large_thumb.jpg?c=1540586446,AndyMark/am-3356.jpg,0.0,0.0,0.0,null
